air_date,category,round,x_pos,y_pos,value,weight,daily_double
2012-05-22,NATIVE AMERICANS BY TRIBE,2,4,4,1600,0.3333333333333333,1
2012-05-22,NATIVE AMERICANS BY TRIBE,2,4,5,2000,0.3333333333333333,1
2012-05-22,BEFORE & AFTER GOES TO THE MOVIES,2,5,3,1200,1,1
2012-05-23,IT'S OPENING NIGHT ON BROADWAY!,1,1,3,600,1,1
2012-05-23,A TOUCH OF ROBERT FROST IN THE AIR,2,2,5,2000,1,1
2012-05-23,COMPANY NAMES,2,5,4,1600,1,1
2012-05-24,OPERA CHARACTERS,2,3,3,1200,0.3333333333333333,1
2012-05-24,OPERA CHARACTERS,2,3,4,1600,0.3333333333333333,1
2012-05-24,OPERA CHARACTERS,2,3,5,2000,0.3333333333333333,1
2012-05-24,ROMAN THE ROADS,2,4,4,1600,1,1
2012-05-25,CAPITAL & COUNTRY: SAME FIRST LETTER,1,4,3,600,1,1
2012-05-25,BUSINESS SCHOOLS,2,2,3,1200,1,1
2012-05-25,FUN WITH ELEMENTS,2,6,2,800,0.5,1
2012-05-25,FUN WITH ELEMENTS,2,6,5,2000,0.5,1
2012-05-29,ORG. ABBREV.,1,4,3,600,1,1
2012-05-29,RUBBER,2,3,4,1600,1,1
2012-05-30,OED TOP SOURCES,1,1,4,800,1,1
2012-05-30,HERE'S WHAT'S HAPPENING AT 11,2,2,5,2000,1,1
2012-05-30,THE WORLD SCIENCE FESTIVAL,2,3,5,2000,1,1
2012-06-01,PENINSULAS,1,4,4,800,1,1
2012-06-01,PLAY CHARACTERS,2,3,5,2000,1,1
2012-06-01,PHYSICS,2,6,3,1200,0.5,1
2012-06-01,PHYSICS,2,6,5,2000,0.5,1
2012-06-04,SCIENCE GRAB BAG,2,4,1,400,0.3333333333333333,1
2012-06-04,SCIENCE GRAB BAG,2,4,2,800,0.3333333333333333,1
2012-06-04,SCIENCE GRAB BAG,2,4,5,2000,0.3333333333333333,1
2012-06-04,A SENSE OF ENTITLEMENT PROGRAMS,2,6,4,1600,1,1
2012-06-05,CELEBRATIONS OF THE MONTH,1,5,3,600,1,1
2012-06-05,ANCIENT MOVIES,2,1,3,1200,1,1
2012-06-05,ALTARED STATES,2,3,5,2000,1,1
2012-06-06,BORN & DIED: AUTHORS EDITION,2,3,5,2000,1,1
2012-06-06,FATS & OILS,2,4,5,2000,1,1
2012-06-07,FOOD STUFF,1,4,3,600,0.5,1
2012-06-07,FOOD STUFF,1,4,5,1000,0.5,1
2012-06-07,ALMOST-FORGOTTEN WARS,2,2,4,1600,1,1
2012-06-08,DA TRAIN! DA TRAIN!,1,3,4,800,1,1
2012-06-08,LATIN NAMES FOR CITIES,2,2,4,1600,1,1
2012-06-08,THE TONY AWARDS,2,6,3,1200,1,1
2012-06-11,SPAIN KILLERS,1,6,4,800,1,1
2012-06-11,WORDS OF LOVE,2,5,3,1200,0.5,1
2012-06-11,WORDS OF LOVE,2,5,5,2000,0.5,1
2012-06-11,THE BRITISH MUSEUM'S HISTORY OF THE WORLD IN 100 OBJECTS,2,6,2,800,0.3333333333333333,1
2012-06-11,THE BRITISH MUSEUM'S HISTORY OF THE WORLD IN 100 OBJECTS,2,6,3,1200,0.3333333333333333,1
2012-06-11,THE BRITISH MUSEUM'S HISTORY OF THE WORLD IN 100 OBJECTS,2,6,5,2000,0.3333333333333333,1
2012-06-12,GRIME FIGHTERS,1,6,5,1000,1,1
2012-06-12,"\""SIDE"" DISHES",2,4,3,1200,1,1
2012-06-12,WHAT'S FOR DESERT?,2,6,1,400,0.3333333333333333,1
2012-06-12,WHAT'S FOR DESERT?,2,6,2,800,0.3333333333333333,1
2012-06-12,WHAT'S FOR DESERT?,2,6,4,1600,0.3333333333333333,1
2012-06-14,WAR POETRY,1,5,3,600,1,1
2012-06-14,WHERE YA OF?,2,3,2,800,0.5,1
2012-06-14,WHERE YA OF?,2,3,4,1600,0.5,1
2012-06-14,GOLDEN BOYS & GIRLS,2,4,4,1600,1,1
2012-06-18,A HARRISON FORD FIESTA,1,6,4,800,1,1
2012-06-18,LANGUAGES IN THEIR OWN LANGUAGE,2,1,3,1200,1,1
2012-06-18,EVERYONE'S AN ART CRITIC,2,2,4,1600,1,1
2012-06-22,TEXAS-BASED COMPANIES,1,1,2,400,0.5,1
2012-06-22,TEXAS-BASED COMPANIES,1,1,5,1000,0.5,1
2012-06-22,"TAKE ME ""N-A"" WHERE",2,1,4,1600,1,1
2012-06-22,PHOENICIA PHUN,2,3,4,1600,0.5,1
2012-06-22,PHOENICIA PHUN,2,3,5,2000,0.5,1
2012-06-25,QUEUES,1,6,5,1000,1,1
2012-06-25,SPIRITUAL AUTOBIOGRAPHIES,2,2,4,1600,1,1
2012-06-25,"\""D"" SCIENCE",2,5,2,800,0.5,1
2012-06-25,"\""D"" SCIENCE",2,5,5,2000,0.5,1
2012-06-26,SPEECH!,1,2,5,1000,1,1
2012-06-26,JOHN STEINBECK,2,5,3,1200,0.5,1
2012-06-26,JOHN STEINBECK,2,5,4,1600,0.5,1
2012-06-26,TRAVELS WITH CHARLEY,2,6,3,1200,1,1
2012-06-27,HAPPY BIRTHDAY,1,4,3,600,0.5,1
2012-06-27,HAPPY BIRTHDAY,1,4,5,1000,0.5,1
2012-06-27,NATURE,2,2,4,1600,1,1
2012-06-27,THE RIVER OF HISTORY,2,4,3,1200,0.5,1
2012-06-27,THE RIVER OF HISTORY,2,4,4,1600,0.5,1
2012-06-28,LENNON,1,6,3,600,1,1
2012-06-28,REACH FOR THE STARS,2,4,5,2000,1,1
2012-06-28,PARTIAL OPPOSITES,2,6,4,1600,1,1
2012-07-02,ROLLING STONE'S GREATEST GUITARISTS,1,1,5,1000,1,1
2012-07-02,HARD TIMES,2,1,3,1200,1,1
2012-07-02,THE CHARLES DICKENS BICENTENNIAL,2,6,5,2000,1,1
2012-07-04,SEAPORTS,1,4,4,800,1,1
2012-07-04,TITLE CHARACTERS,2,5,3,1200,1,1
2012-07-05,STOCK SYMBOLS,1,2,3,600,1,1
2012-07-05,"SHAKESPEARE, SHAKESPEARE, FIGHT FIGHT FIGHT!",2,3,5,2000,1,1
2012-07-05,"\""O"" MY",2,4,5,2000,1,1
2012-07-06,STARTING WORDS,1,1,2,400,1,1
2012-07-06,NEWS OF THE 2010s,2,1,5,2000,1,1
2012-07-06,IF IT AIN'T BAROQUE...,2,6,4,1600,1,1
2012-07-09,VICE PRESIDENTS,1,5,1,200,0.3333333333333333,1
2012-07-09,VICE PRESIDENTS,1,5,2,400,0.3333333333333333,1
2012-07-09,VICE PRESIDENTS,1,5,3,600,0.3333333333333333,1
2012-07-09,MUSICAL INSTRUMENTS,2,2,3,1200,0.5,1
2012-07-09,MUSICAL INSTRUMENTS,2,2,4,1600,0.5,1
2012-07-09,LIFE OF PI,2,4,4,1600,1,1
2012-07-10,AT THE BEACH,1,2,5,1000,1,1
2012-07-10,SCIENTIFIC THEORIES,2,1,4,1600,1,1
2012-07-10,RELIGIOUS MATTERS,2,5,2,800,0.5,1
2012-07-10,RELIGIOUS MATTERS,2,5,4,1600,0.5,1
2012-07-11,1933,1,1,5,1000,1,1
2012-07-11,THE ILIAD & THE ODYSSEY,2,1,1,400,0.5,1
2012-07-11,THE ILIAD & THE ODYSSEY,2,1,3,1200,0.5,1
2012-07-11,THE HARD STUFF,2,5,3,1200,0.5,1
2012-07-11,THE HARD STUFF,2,5,4,1600,0.5,1
2012-07-12,NOT SO GAY PAREE,1,5,4,800,1,1
2012-07-12,HOW NOVEL!,2,3,1,400,0.5,1
2012-07-12,HOW NOVEL!,2,3,5,2000,0.5,1
2012-07-12,THE TELL-TALE HEART,2,5,4,1600,0.5,1
2012-07-12,THE TELL-TALE HEART,2,5,5,2000,0.5,1
2012-07-13,GREAT BEGINNINGS,1,1,5,1000,1,1
2012-07-13,FAMOUS ARIAS,2,1,3,1200,1,1
2012-07-13,COUNTRY BY NEWSPAPERS,2,5,3,1200,1,1
2012-07-17,"HISTOR""E\""",1,3,2,400,0.5,1
2012-07-17,"HISTOR""E\""",1,3,5,1000,0.5,1
2012-07-17,CONSTITUTION SIGNERS BY STATE,2,3,4,1600,1,1
2012-07-17,CANTERBURY TALES TELLERS,2,6,4,1600,1,1
2012-07-18,MYSTERIES & THRILLERS,1,1,4,800,1,1
2012-07-18,"\""C"" MONSTERS",2,4,5,2000,1,1
2012-07-18,OPUS & OPERA,2,5,5,2000,1,1
2012-07-19,MONEY TALKS,1,3,3,600,1,1
2012-07-19,RIVER COUNTRY,2,3,3,1200,1,1
2012-07-19,MAD MEN,2,5,4,1600,1,1
2012-07-20,FORESTS,1,1,4,800,1,1
2012-07-20,BIRDS OF A FEATHER,2,1,4,1600,1,1
2012-07-20,STREET SMARTS,2,4,3,1200,1,1
2012-07-23,NUMERICAL NOVEL BY CHARACTERS,1,2,5,1000,1,1
2012-07-23,SCULPTURE,2,1,5,2000,1,1
2012-07-23,OFFICIAL LANGUAGES,2,2,3,1200,1,1
2012-07-24,DOUBLE-LETTER WORDS,1,4,4,800,1,1
2012-07-24,NOTABLE NAMES,2,5,4,1600,1,1
2012-07-26,SHAKESPEARE,1,3,3,600,1,1
2012-07-26,BARONS & BARONESSES,2,1,1,400,0.3333333333333333,1
2012-07-26,BARONS & BARONESSES,2,1,2,800,0.3333333333333333,1
2012-07-26,BARONS & BARONESSES,2,1,4,1600,0.3333333333333333,1
2012-07-26,BIBLICAL WIFERY,2,5,3,1200,1,1
2012-07-27,A HAMMER FEST,1,4,5,1000,1,1
2012-07-27,NOVELISTS,2,2,3,1200,1,1
2012-07-27,CAPITAL STEPS,2,5,2,800,1,1
2012-07-30,BIG STUFF,1,5,1,200,0.5,1
2012-07-30,BIG STUFF,1,5,3,600,0.5,1
2012-07-30,PERFORMING KIDS,2,1,2,800,1,1
2012-07-30,IT'S A NOISY PLANET,2,4,4,1600,1,1
2012-08-01,LANDMARKS,1,5,5,1000,1,1
2012-08-01,UP NORTH,2,3,1,400,0.25,1
2012-08-01,UP NORTH,2,3,2,800,0.25,1
2012-08-01,UP NORTH,2,3,3,1200,0.25,1
2012-08-01,UP NORTH,2,3,4,1600,0.25,1
2012-08-01,IN THE DICTIONARY,2,6,3,1200,1,1
2012-08-02,IN CASE YOU'RE THIRSTY,1,2,3,600,1,1
2012-08-02,GENERAL SCIENCE,2,1,2,800,0.3333333333333333,1
2012-08-02,GENERAL SCIENCE,2,1,3,1200,0.3333333333333333,1
2012-08-02,GENERAL SCIENCE,2,1,5,2000,0.3333333333333333,1
2012-08-02,ART CLASS,2,3,4,1600,1,1
2012-08-03,AROUND THE WORLD,1,3,3,600,1,1
2012-08-03,BOYS IN BALLET,2,5,4,1600,1,1
2012-09-20,BIBLICAL SPEAKERS BUREAU,1,2,3,600,1,1
2012-09-20,"WHAT THE ""H""?",2,3,3,1200,1,1
2012-09-20,HOW DOES SUNDAY MORNING SOUND?,2,5,2,800,0.3333333333333333,1
2012-09-20,HOW DOES SUNDAY MORNING SOUND?,2,5,4,1600,0.3333333333333333,1
2012-09-20,HOW DOES SUNDAY MORNING SOUND?,2,5,5,2000,0.3333333333333333,1
2012-09-25,TAX-ONOMY,1,3,1,200,0.5,1
2012-09-25,TAX-ONOMY,1,3,4,800,0.5,1
2012-09-25,PHOENIX,2,1,3,1200,0.5,1
2012-09-25,PHOENIX,2,1,4,1600,0.5,1
2012-09-25,THE ADMIRALS CLUB,2,3,1,400,0.3333333333333333,1
2012-09-25,THE ADMIRALS CLUB,2,3,2,800,0.3333333333333333,1
2012-09-25,THE ADMIRALS CLUB,2,3,3,1200,0.3333333333333333,1
2012-09-27,THE CALIFORNIANS,1,5,3,600,1,1
2012-09-27,AMERICAN POETS & POETRY,2,1,5,2000,1,1
2012-09-27,"\""Y""s UP!",2,6,3,1200,0.5,1
2012-09-27,"\""Y""s UP!",2,6,4,1600,0.5,1
2012-09-28,NORTH DAKOTA,1,1,3,600,0.5,1
2012-09-28,NORTH DAKOTA,1,1,5,1000,0.5,1
2012-09-28,NONFICTION,2,4,2,800,0.3333333333333333,1
2012-09-28,NONFICTION,2,4,4,1600,0.3333333333333333,1
2012-09-28,NONFICTION,2,4,5,2000,0.3333333333333333,1
2012-09-28,BRITISH KINGS NAMED EDWARD,2,5,4,1600,1,1
2012-10-01,YOU DESERVE A PRIZE,1,5,2,400,1,1
2012-10-01,MONOLOGUES,2,1,4,1600,1,1
2012-10-01,"\""ED\""",2,2,4,1600,1,1
2012-10-02,POLITICAL TERMS,1,3,2,400,1,1
2012-10-02,ALPHABETICALLY FIRST,2,1,5,2000,1,1
2012-10-02,"MY SON, THE ARTIST",2,2,5,2000,1,1
2012-10-03,THE 19TH CENTURY,1,3,5,1000,1,1
2012-10-03,ARCHIPELAGOS,2,3,2,800,0.5,1
2012-10-03,ARCHIPELAGOS,2,3,3,1200,0.5,1
2012-10-03,13-LETTER WORDS,2,5,5,2000,1,1
2012-10-10,35 YEARS AGO: 1977,1,1,4,800,1,1
2012-10-10,GREAT MEN & WOMEN OF MEDICINE,2,1,1,400,0.25,1
2012-10-10,GREAT MEN & WOMEN OF MEDICINE,2,1,3,1200,0.25,1
2012-10-10,GREAT MEN & WOMEN OF MEDICINE,2,1,4,1600,0.25,1
2012-10-10,GREAT MEN & WOMEN OF MEDICINE,2,1,5,2000,0.25,1
2012-10-10,"GEOGRAPH""IA\""",2,3,4,1600,1,1
2012-10-16,BRAND NAMES,1,5,2,400,0.5,1
2012-10-16,BRAND NAMES,1,5,4,800,0.5,1
2012-10-16,BESTSELLERS,2,1,3,1200,1,1
2012-10-16,TREATIES,2,3,5,2000,1,1
2012-10-18,THE TOPIC OF CAPRICORNS,2,1,2,800,1,1
2012-10-18,EARLY AMERICAN CONSTRUCTION,2,5,4,1600,0.5,1
2012-10-18,EARLY AMERICAN CONSTRUCTION,2,5,5,2000,0.5,1
2012-10-19,THAT'S A KEEPER,1,4,5,1000,1,1
2012-10-19,18th CENTURY AMERICA,2,1,5,2000,1,1
2012-10-19,NONFICTION PULITZER WINNERS,2,3,4,1600,1,1
2012-10-25,HEARING,1,2,5,1000,1,1
2012-10-25,BOOKS & AUTHORS,2,3,4,1600,1,1
2012-10-25,"ONE MAN, ONE BOAT",2,5,1,400,0.25,1
2012-10-25,"ONE MAN, ONE BOAT",2,5,2,800,0.25,1
2012-10-25,"ONE MAN, ONE BOAT",2,5,4,1600,0.25,1
2012-10-25,"ONE MAN, ONE BOAT",2,5,5,2000,0.25,1
2012-10-26,MIKHAILS,1,4,3,600,1,1
2012-10-26,GEOGRAPHIC NICKNAMES,2,3,3,1200,1,1
2012-10-26,"THANKS FOR THE TITLE, SHAKESPEARE",2,5,4,1600,1,1
2012-10-29,2-LETTER RESPONSES,1,1,5,1000,1,1
2012-10-29,CIVIL WAR NAMES,2,3,3,1200,1,1
2012-10-29,ART & MYTHOLOGY,2,5,4,1600,1,1
2012-10-30,TYPES OF AIRCRAFT,1,4,2,400,0.5,1
2012-10-30,TYPES OF AIRCRAFT,1,4,3,600,0.5,1
2012-10-30,OLDE ENGLAND,2,1,4,1600,1,1
2012-10-30,U.S. BODIES OF WATER,2,5,1,400,0.5,1
2012-10-30,U.S. BODIES OF WATER,2,5,4,1600,0.5,1
2012-10-31,NAME THAT SPEECHMAKER,1,2,3,600,1,1
2012-10-31,WORLD EXPLORATION,2,3,2,800,0.5,1
2012-10-31,WORLD EXPLORATION,2,3,4,1600,0.5,1
2012-10-31,OUTSIDE,2,5,2,800,1,1
2012-11-01,POLYNESIA,1,2,3,600,0.5,1
2012-11-01,POLYNESIA,1,2,5,1000,0.5,1
2012-11-01,EDUCATION,2,5,5,2000,1,1
2012-11-05,"\""A""DJECTIVES",2,4,3,1200,1,1
2012-11-06,WORLD CAPITAL ATTRACTIONS,1,4,4,800,1,1
2012-11-06,WE'VE GOT TO STOP MEETING LIKE THIS,2,4,5,2000,1,1
2012-11-06,"\""G"", I LOVE SCIENCE",2,6,2,800,0.5,1
2012-11-06,"\""G"", I LOVE SCIENCE",2,6,5,2000,0.5,1
2012-11-07,U.S. GEOGRAPHY,1,3,3,600,1,1
2012-11-07,COMPOSERS,2,2,4,1600,0.5,1
2012-11-07,COMPOSERS,2,2,5,2000,0.5,1
2012-11-07,"THE 1980s, QUICK!",2,4,3,1200,1,1
2012-11-08,50 YEARS OF JAMES BOND FILMS,1,4,1,200,0.25,1
2012-11-08,50 YEARS OF JAMES BOND FILMS,1,4,2,400,0.25,1
2012-11-08,50 YEARS OF JAMES BOND FILMS,1,4,3,600,0.25,1
2012-11-08,50 YEARS OF JAMES BOND FILMS,1,4,4,800,0.25,1
2012-11-08,CLEOPATRA,2,3,3,1200,0.5,1
2012-11-08,CLEOPATRA,2,3,5,2000,0.5,1
2012-11-08,RUSSIAN NOVELISTS,2,5,4,1600,1,1
2012-11-12,BRUSH UP YOUR SHAKESPEARE,1,4,3,600,1,1
2012-11-12,TWO'S DAY,2,2,4,1600,1,1
2012-11-12,WEAK END,2,6,3,1200,1,1
2012-11-13,9-LETTER WORDS,1,2,4,800,1,1
2012-11-13,NATIVE AMERICANS,2,1,2,800,0.5,1
2012-11-13,NATIVE AMERICANS,2,1,3,1200,0.5,1
2012-11-13,NAME THAT BIBLE BOOK,2,2,4,1600,1,1
2012-11-14,THE MAYA,1,5,4,800,1,1
2012-11-14,FUN WITH SCIENCE,2,1,4,1600,1,1
2012-11-14,F. SCOTT FITZGERALD,2,3,5,2000,1,1
2012-11-16,"IN THE ""MM""IDDLE",1,3,4,800,1,1
2012-11-16,AMERICAN HISTORY,2,4,3,1200,0.5,1
2012-11-16,AMERICAN HISTORY,2,4,4,1600,0.5,1
2012-11-16,17th CENTURY WORDS,2,6,3,1200,1,1
2012-11-19,IN 1867...,1,2,2,400,0.5,1
2012-11-19,IN 1867...,1,2,5,1000,0.5,1
2012-11-19,AROUND THE MEDITERRANEAN,2,3,5,2000,1,1
2012-11-19,GEOLOGY,2,5,3,1200,0.5,1
2012-11-19,GEOLOGY,2,5,5,2000,0.5,1
2012-11-20,LITERARY RELATIVES,1,4,5,1000,1,1
2012-11-20,STATES BY LAKE,2,4,4,1600,1,1
2012-11-22,CEREMONIES,1,5,5,1000,1,1
2012-11-22,TOY STORY,2,1,4,1600,1,1
2012-11-22,A HANSEATIC LEAGUE OF THEIR OWN,2,5,2,800,0.5,1
2012-11-22,A HANSEATIC LEAGUE OF THEIR OWN,2,5,5,2000,0.5,1
2012-11-26,BLACK'S LAW DICTIONARY DEFINITIONS,2,3,2,800,1,1
2012-11-26,THE GREAT PRETENDERS,2,4,2,800,1,1
2012-11-28,WITH MAORI,1,6,3,600,0.3333333333333333,1
2012-11-28,WITH MAORI,1,6,4,800,0.3333333333333333,1
2012-11-28,WITH MAORI,1,6,5,1000,0.3333333333333333,1
2012-11-28,ITALIAN ART,2,1,4,1600,0.5,1
2012-11-28,ITALIAN ART,2,1,5,2000,0.5,1
2012-11-28,THE ERA OF ERAS,2,5,4,1600,1,1
2012-11-30,IT'S CHILE IN HERE,1,6,4,800,1,1
2012-11-30,DANCE COMPANIES,2,1,5,2000,1,1
2012-11-30,THE U.S. AMBASSADOR TO THE U.N.,2,3,3,1200,0.3333333333333333,1
2012-11-30,THE U.S. AMBASSADOR TO THE U.N.,2,3,4,1600,0.3333333333333333,1
2012-11-30,THE U.S. AMBASSADOR TO THE U.N.,2,3,5,2000,0.3333333333333333,1
2012-12-04,ITS REIGNING MEN,1,5,5,1000,1,1
2012-12-04,NUCLEAR ENERGY,2,1,5,2000,1,1
2012-12-04,SUPREME COURT JUSTICES,2,3,2,800,0.5,1
2012-12-04,SUPREME COURT JUSTICES,2,3,5,2000,0.5,1
2012-12-05,GREENBACKS,1,1,3,600,1,1
2012-12-05,MINORITY POPULATIONS,2,2,2,800,0.3333333333333333,1
2012-12-05,MINORITY POPULATIONS,2,2,4,1600,0.3333333333333333,1
2012-12-05,MINORITY POPULATIONS,2,2,5,2000,0.3333333333333333,1
2012-12-05,TO THE LIBRARY!,2,6,5,2000,1,1
2012-12-06,THE NAME OF THE FLAG,1,4,3,600,1,1
2012-12-06,AUTHORS ON AUTHORS,2,2,4,1600,1,1
2012-12-06,1930s SCIENCE & TECHNOLOGY,2,5,3,1200,0.5,1
2012-12-06,1930s SCIENCE & TECHNOLOGY,2,5,5,2000,0.5,1
2012-12-07,BIBLE BOOKS BY STORY,1,2,3,600,1,1
2012-12-07,BEHIND BARS,2,1,4,1600,1,1
2012-12-07,SCIENCE GRAB BAG,2,5,2,800,0.5,1
2012-12-07,SCIENCE GRAB BAG,2,5,4,1600,0.5,1
2012-12-10,SHE CREATED HIM,1,2,4,800,1,1
2012-12-10,AWARDS & HONORS,2,3,3,1200,1,1
2012-12-10,LANDMARKS,2,5,2,800,1,1
2012-12-11,PATRON SAINTS,1,2,4,800,0.5,1
2012-12-11,PATRON SAINTS,1,2,5,1000,0.5,1
2012-12-11,19th CENTURY AMERICANS,2,3,3,1200,0.3333333333333333,1
2012-12-11,19th CENTURY AMERICANS,2,3,4,1600,0.3333333333333333,1
2012-12-11,19th CENTURY AMERICANS,2,3,5,2000,0.3333333333333333,1
2012-12-11,LET'S GO CAROLING,2,4,3,1200,1,1
2012-12-17,NEW JERSEY,2,1,3,1200,0.5,1
2012-12-17,NEW JERSEY,2,1,4,1600,0.5,1
2012-12-17,"GEORGE, UHHH...",2,4,4,1600,1,1
2012-12-18,SPORTS TERMS,1,2,2,400,0.5,1
2012-12-18,SPORTS TERMS,1,2,3,600,0.5,1
2012-12-18,THE 12th CENTURY,2,1,5,2000,1,1
2012-12-18,GRAMMAR,2,2,2,800,1,1
2012-12-19,MYTHING IN ACTION,1,1,5,1000,1,1
2012-12-19,MEDICAL ETYMOLOGY,2,1,3,1200,1,1
2012-12-19,A LITTLE LIT,2,5,4,1600,1,1
2012-12-24,"THE ""B""-GINNING & END OF THE COUNTRY",1,6,5,1000,1,1
2012-12-24,AUTHORS AT WAR,2,5,5,2000,1,1
2012-12-25,"NOVEL ""T""s",2,3,5,2000,1,1
2012-12-25,SON OF...,2,6,4,1600,1,1
2012-12-26,TALK OF THE TOWN,1,5,5,1000,1,1
2012-12-26,SHIP SHAPE,2,3,1,400,0.5,1
2012-12-26,SHIP SHAPE,2,3,4,1600,0.5,1
2012-12-26,THE ARTS,2,4,3,1200,1,1
2012-12-27,IRAN,1,5,4,800,1,1
2012-12-27,BEVERAGE BRANDS,2,2,3,1200,0.5,1
2012-12-27,BEVERAGE BRANDS,2,2,4,1600,0.5,1
2012-12-27,& MICE,2,6,3,1200,1,1
2012-12-28,HOLIDAYS & OBSERVANCES,1,1,4,800,1,1
2012-12-28,ITALIAN HISTORY,2,2,1,400,0.25,1
2012-12-28,ITALIAN HISTORY,2,2,2,800,0.25,1
2012-12-28,ITALIAN HISTORY,2,2,3,1200,0.25,1
2012-12-28,ITALIAN HISTORY,2,2,4,1600,0.25,1
2012-12-28,STARRY NIGHT,2,6,3,1200,1,1
2013-01-01,AFRICAN-AMERICAN WOMEN,1,3,4,800,0.5,1
2013-01-01,AFRICAN-AMERICAN WOMEN,1,3,5,1000,0.5,1
2013-01-01,RANKS & TITLES,2,4,3,1200,1,1
2013-01-01,CONSERVATION,2,5,4,1600,0.5,1
2013-01-01,CONSERVATION,2,5,5,2000,0.5,1
2013-01-07,2000: THE YEAR IN QUOTATIONS,1,6,5,1000,1,1
2013-01-07,DAYS OF YORE,2,2,2,800,1,1
2013-01-07,FEMALE FIRSTS,2,4,4,1600,0.5,1
2013-01-07,FEMALE FIRSTS,2,4,5,2000,0.5,1
2013-01-08,THE 6 NEW ENGLAND STATES,1,2,3,600,1,1
2013-01-08,DIRECTOR,2,2,3,1200,1,1
2013-01-09,U.S. PLACE NAMES,1,2,4,800,0.5,1
2013-01-09,U.S. PLACE NAMES,1,2,5,1000,0.5,1
2013-01-09,THE LONDON STAGE,2,5,3,1200,1,1
2013-01-10,MOVIE TAGLINES,1,1,4,800,1,1
2013-01-10,HISTORICAL ONLINE CHECK-INS,2,1,2,800,1,1
2013-01-10,4-LETTER WORLD CAPITALS,2,4,5,2000,1,1
2013-01-14,DR. JOHN,1,2,5,1000,1,1
2013-01-14,ENGLISH LITERATURE,2,5,3,1200,1,1
2013-01-14,SCIENCE 101,2,6,4,1600,1,1
2013-01-15,PUBLISHED POSTHUMOUSLY,1,5,4,800,1,1
2013-01-15,WELLS,2,3,4,1600,1,1
2013-01-15,WORLD HISTORY,2,4,5,2000,1,1
2013-01-16,A LOTTA MOTTO,1,4,4,800,1,1
2013-01-16,"SC""I""ENCE",2,3,1,400,0.5,1
2013-01-16,"SC""I""ENCE",2,3,4,1600,0.5,1
2013-01-16,POP,2,6,3,1200,1,1
2013-01-17,DVD SPECIAL FEATURES,1,3,3,600,1,1
2013-01-17,MAURITANIA & MOROCCO,2,3,4,1600,1,1
2013-01-17,THE RENAISSANCE,2,5,5,2000,1,1
2013-01-18,FOOD,1,2,5,1000,1,1
2013-01-18,TRIPLE DOUBLE LETTERS,2,3,4,1600,1,1
2013-01-18,TO YOUR HEALTH,2,4,1,400,0.5,1
2013-01-18,TO YOUR HEALTH,2,4,3,1200,0.5,1
2013-01-22,ART & ARTIST,1,2,1,200,0.3333333333333333,1
2013-01-22,ART & ARTIST,1,2,4,800,0.3333333333333333,1
2013-01-22,ART & ARTIST,1,2,5,1000,0.3333333333333333,1
2013-01-22,METALS,2,2,3,1200,1,1
2013-01-22,LITERARY LAST LINES,2,6,2,800,1,1
2013-01-23,BANNED!,1,2,4,800,1,1
2013-01-23,PRONOUN-CIATION,2,2,4,1600,1,1
2013-01-23,"\""K"" ON THE MAP",2,4,3,1200,1,1
2013-01-24,GEO-POLITICIANS,1,2,3,600,1,1
2013-01-24,NONMUSICAL INSTRUMENTS,2,2,5,2000,1,1
2013-01-24,WATERFALLS,2,3,2,800,0.5,1
2013-01-24,WATERFALLS,2,3,4,1600,0.5,1
2013-01-25,DEM BONES,1,1,3,600,0.5,1
2013-01-25,DEM BONES,1,1,5,1000,0.5,1
2013-01-25,small state capitals,2,1,5,2000,1,1
2013-01-25,NAME THE POET,2,3,3,1200,1,1
2013-01-28,MYTHOLOGICAL MISTAKES,1,5,3,600,1,1
2013-01-28,INTERNATIONAL TV TITLES,2,4,3,1200,1,1
2013-01-31,NEAR THE END OF THE CENTURY,1,6,4,800,1,1
2013-01-31,INDIA,2,1,4,1600,1,1
2013-01-31,AROUND THE WHITE HOUSE WITH ALEX,2,6,5,2000,1,1
2013-02-01,HOMECOMING,1,6,3,600,1,1
2013-02-01,"\""Y"" IS THE ONLY VOWEL",2,3,3,1200,1,1
2013-02-01,WORLD RIVERS,2,4,5,2000,1,1
2013-02-04,LET'S WRITE A SHORT STORY,1,2,4,800,1,1
2013-02-04,THE ENDANGERED SPECIES LIST,2,1,4,1600,1,1
2013-02-04,RECENT HISTORY,2,4,1,400,0.5,1
2013-02-04,RECENT HISTORY,2,4,5,2000,0.5,1
2013-02-06,"YEAH, WE WENT THERE",1,6,1,200,0.5,1
2013-02-06,"YEAH, WE WENT THERE",1,6,2,400,0.5,1
2013-02-06,ART & ARTISTS,2,3,4,1600,0.5,1
2013-02-06,ART & ARTISTS,2,3,5,2000,0.5,1
2013-02-06,"ANATOM""E\""",2,6,5,2000,1,1
2013-02-07,RELIGIONS,1,2,5,1000,1,1
2013-02-07,ENGLISH LITERATURE,2,1,2,800,1,1
2013-02-07,BIOLOGY,2,4,2,800,0.5,1
2013-02-07,BIOLOGY,2,4,3,1200,0.5,1
2013-02-08,AFRICAN AMERICANS,1,1,1,200,0.3333333333333333,1
2013-02-08,AFRICAN AMERICANS,1,1,3,600,0.3333333333333333,1
